Year,Month,Day,Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Rainy
-1.5002445250424674,-1.3113126636944108,-0.9920795180502355,-0.26033294471855467,-0.012032950568665605,-0.3216837192602011,-0.06427602179992115,-0.8201356476792537,-0.48957814963689744,-0.5051202255242977,-0.48799810271328586,-0.483350949651752,0
-1.5002445250424674,-1.3113126636944108,-0.8784514182672813,-0.335709030584638,0.13858088315759168,-0.29463876397157357,-0.3915235697630362,-0.9496945095847544,0.1870416415273548,0.18128616063585767,0.0723635032015818,0.2695864506445418,1
-1.5002445250424674,-1.3113126636944108,-0.7648233184843272,-0.10958077298638627,0.24616219296206127,-0.18645894281706057,-0.4418693463727462,-1.3265930169462106,-0.48957814963689744,-0.5051202255242977,-0.48799810271328586,-0.483350949651752,0
-1.5002445250424674,-1.3113126636944108,-0.651195218701373,0.016046036790420437,0.418292288649212,-0.18645894281706057,-0.3915235697630362,-0.8672479610994356,-0.48957814963689744,-0.5051202255242977,-0.48799810271328586,-0.483350949651752,0
-1.5002445250424674,-1.3113126636944108,-0.5375671189184188,-0.05933004907566377,0.18161340707938012,-0.05123416637392006,0.011242643114643819,-0.31367827841229706,-0.48957814963689744,-0.5051202255242977,-0.48799810271328586,-0.483350949651752,0
-1.5002445250424674,-1.3113126636944108,-0.42393901913546456,-0.05933004907566377,0.2676784549229555,-0.15941398752843305,0.338490191077759,0.3223379527601604,-0.48957814963689744,-0.5051202255242977,-0.48799810271328586,-0.483350949651752,0
-1.5002445250424674,-1.3113126636944108,-0.3103109193525103,0.04117139874578214,0.2676784549229555,0.08399061006922047,0.3888359676874689,0.6992364601216161,-0.48957814963689744,-0.5051202255242977,-0.48799810271328586,-0.483350949651752,0
-1.5002445250424674,-1.3113126636944108,-0.19668281956955622,-0.08445541103102458,-0.05506547449045329,0.029900699491963497,0.41400885599232384,0.06322022894915899,-0.48957814963689744,-0.5051202255242977,-0.48799810271328586,-0.483350949651752,0
-1.5002445250424674,-1.3113126636944108,-0.08305471978660198,-0.03420468712030207,0.05251583531401629,-0.07827912166254855,0.5650461858214537,0.9583541839326175,-0.48957814963689744,-0.5051202255242977,-0.48799810271328586,-0.483350949651752,0
-1.5002445250424674,-1.3113126636944108,0.030573379996352207,-0.03420468712030207,0.18161340707938012,-0.024189211085292525,0.21262574955348404,0.4872310497307973,-0.48957814963689744,-0.5051202255242977,-0.48799810271328586,-0.483350949651752,0
-1.5002445250424674,-1.3113126636944108,0.1442014797793064,-0.05933004907566377,0.07403209727490975,0.056945654780591985,0.3888359676874689,0.11033254236934084,-0.48957814963689744,-0.5051202255242977,-0.48799810271328586,-0.483350949651752,0
-1.5002445250424674,-1.3113126636944108,0.25782957956226066,-0.009079325164941263,0.20312966904027283,-0.05123416637392006,0.21262574955348404,0.4518968146656603,-0.48957814963689744,-0.5051202255242977,-0.48799810271328586,-0.483350949651752,0
-1.5002445250424674,-1.3113126636944108,0.37145767934521484,-0.05933004907566377,0.07403209727490975,-0.10532407695117704,0.036415531419498735,-0.14878518144166017,-0.48957814963689744,-0.5051202255242977,-0.48799810271328586,-0.483350949651752,0
-1.5002445250424674,-1.3113126636944108,0.485085779128169,-0.03420468712030207,0.09554835923580397,-0.07827912166254855,0.6405648507360189,0.9112418705124357,-0.48957814963689744,-0.5051202255242977,-0.48799810271328586,-0.483350949651752,0
-1.5002445250424674,-1.3113126636944108,0.5987138789111232,-0.08445541103102458,-0.2702280940993924,0.111035565357848,0.6657377390408739,1.3823650047142557,-0.48957814963689744,-0.5051202255242977,-0.48799810271328586,-0.483350949651752,0
